ID,A1.Code,A2.Date,A3.Data Contributor,A4.Season,A5.City,A6.Climate Zone,B1.Building Type,B2.Building Function,B3.Floors,B4.Building Operation Mode,B5.Room (Length¡ÁWidth),B5.Room Height (m),C1.Sex,C2.Age,C3.Height£¨cm£©,C4.Weight£¨kg£©,C5.Living Years,D1.TSV,D2.TCV,D3.TAV,D5.Clothing Insulation (clo),D6.Metabolic Rate (met),Measured Height (m),E1.Indoor Air Temperature (¡æ),E2.Indoor Relative Humidity (%),E3.Indoor Air Velocity (m/s),E4.Globe Temperature (¡æ),E5.Roof Temperature (¡æ),E5.Wall Temperature (¡æ),E5.Floor Temperature (¡æ),F1.Operative Temperature (¡æ),F2.Mean Radiant Temperature (¡æ),F3.Radiant Temperature Asymmetry (¡æ),F4.PMV,F5.PPD,G1.Real-Time Outdoor Temperature (¡æ),G2.Mean Daily Outdoor Temperature (¡æ),G3.Monthly Mean Outdoor Temperature (¡æ),G4.7-Day Running Mean Outdoor Temperature (¡æ),G4.15-Day Running Mean Outdoor Temperature (¡æ),G5.Mean Daily Outdoor Relative Humidity (%),G6.Mean Daily Outdoor Air Velocity (m/s)
3937,SJTU3rd1178,12/7/07 16:25,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14.8,52,0,14.8,NA,NA,NA,14.8,14.8,NA,-1.71,62.48,NA,NA,NA,NA,NA,NA,NA
3938,SJTU3rd1179,12/7/07 16:25,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14.8,52,0,14.8,NA,NA,NA,14.8,14.8,NA,-1.71,62.48,NA,NA,NA,NA,NA,NA,NA
3939,SJTU3rd1180,12/7/07 18:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,19,46,0,19,NA,NA,NA,19,19,NA,0.17,5.58,NA,NA,NA,NA,NA,NA,NA
3940,SJTU3rd1181,12/7/07 18:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,19,46,0,19,NA,NA,NA,19,19,NA,-0.72,16.1,NA,NA,NA,NA,NA,NA,NA
3941,SJTU3rd1182,12/7/07 18:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,19,46,0,19,NA,NA,NA,19,19,NA,-0.72,16.1,NA,NA,NA,NA,NA,NA,NA
3942,SJTU3rd1183,12/7/07 21:10,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,21,44,0,21,NA,NA,NA,21,21,NA,0.52,10.69,NA,NA,NA,NA,NA,NA,NA
3943,SJTU3rd1184,12/7/07 21:10,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,21,44,0,21,NA,NA,NA,21,21,NA,0.52,10.69,NA,NA,NA,NA,NA,NA,NA
3944,SJTU3rd1185,12/7/07 21:10,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,21,44,0,21,NA,NA,NA,21,21,NA,-0.25,6.33,NA,NA,NA,NA,NA,NA,NA
3945,SJTU3rd1186,12/7/07 7:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,19,NA,NA,NA,0,NA,NA,0.89,1,1.1,18,50,0,18,NA,NA,NA,18,18,NA,-1.69,61.39,NA,NA,NA,NA,NA,NA,NA
3946,SJTU3rd1187,12/7/07 9:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,1,1,1.1,21,48,0,21,NA,NA,NA,21,21,NA,-0.61,12.74,NA,NA,NA,NA,NA,NA,NA
3947,SJTU3rd1188,12/7/07 11:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,0.89,1,1.1,20,52,0,20,NA,NA,NA,20,20,NA,-1.09,30.25,NA,NA,NA,NA,NA,NA,NA
3948,SJTU3rd1189,12/7/07 13:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,-1,NA,NA,0.69,1,1.1,20,53,0,20,NA,NA,NA,20,20,NA,-1.61,57.22,NA,NA,NA,NA,NA,NA,NA
3949,SJTU3rd1190,12/7/07 16:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,0.89,1,1.1,20,46,0,20,NA,NA,NA,20,20,NA,-1.13,31.96,NA,NA,NA,NA,NA,NA,NA
3950,SJTU3rd1191,12/8/07 7:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,0.69,1,1.1,20,59,0,20,NA,NA,NA,20,20,NA,-1.58,55.2,NA,NA,NA,NA,NA,NA,NA
3951,SJTU3rd1192,12/8/07 9:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,0.69,1,1.1,23.5,40,0,23.5,NA,NA,NA,23.5,23.5,NA,-0.53,11,NA,NA,NA,NA,NA,NA,NA
3952,SJTU3rd1193,12/8/07 11:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,0,NA,NA,0.69,1,1.1,24,38,0,24,NA,NA,NA,24,24,NA,-0.38,8.09,NA,NA,NA,NA,NA,NA,NA
3953,SJTU3rd1194,12/8/07 14:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,0,NA,NA,1.29,1,1.1,24,39,0,24,NA,NA,NA,24,24,NA,0.51,10.39,NA,NA,NA,NA,NA,NA,NA
3954,SJTU3rd1195,12/8/07 16:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,1,NA,NA,1.29,1,1.1,22.5,53,0,22.5,NA,NA,NA,22.5,22.5,NA,0.25,6.32,NA,NA,NA,NA,NA,NA,NA
3955,SJTU3rd1196,12/8/07 7:10,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,13.5,56,0,13.5,NA,NA,NA,13.5,13.5,NA,-2.01,77.22,NA,NA,NA,NA,NA,NA,NA
3956,SJTU3rd1197,12/8/07 7:10,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,13.5,56,0,13.5,NA,NA,NA,13.5,13.5,NA,-0.77,17.7,NA,NA,NA,NA,NA,NA,NA
3957,SJTU3rd1198,12/8/07 7:10,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,13.5,56,0,13.5,NA,NA,NA,13.5,13.5,NA,-2.01,77.22,NA,NA,NA,NA,NA,NA,NA
3958,SJTU3rd1199,12/8/07 9:16,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,19,NA,NA,NA,-1,NA,NA,1.97,1,1.1,17.4,58,0,17.4,NA,NA,NA,17.4,17.4,NA,-0.06,5.07,NA,NA,NA,NA,NA,NA,NA
3959,SJTU3rd1200,12/8/07 9:16,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,17.4,58,0,17.4,NA,NA,NA,17.4,17.4,NA,-1.05,28.34,NA,NA,NA,NA,NA,NA,NA
3960,SJTU3rd1201,12/8/07 9:16,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,17.4,58,0,17.4,NA,NA,NA,17.4,17.4,NA,-1.05,28.34,NA,NA,NA,NA,NA,NA,NA
3961,SJTU3rd1202,12/8/07 11:44,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,17.8,46,0,17.8,NA,NA,NA,17.8,17.8,NA,-0.05,5.05,NA,NA,NA,NA,NA,NA,NA
3962,SJTU3rd1203,12/8/07 11:44,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,17.8,46,0,17.8,NA,NA,NA,17.8,17.8,NA,-1.01,26.87,NA,NA,NA,NA,NA,NA,NA
3963,SJTU3rd1204,12/8/07 11:44,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,17.8,46,0,17.8,NA,NA,NA,17.8,17.8,NA,-1.01,26.87,NA,NA,NA,NA,NA,NA,NA
3964,SJTU3rd1205,12/8/07 18:23,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,15,50,0,15,NA,NA,NA,15,15,NA,-0.53,10.94,NA,NA,NA,NA,NA,NA,NA
3965,SJTU3rd1206,12/8/07 22:40,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,15.5,54,0,15.5,NA,NA,NA,15.5,15.5,NA,-0.42,8.75,NA,NA,NA,NA,NA,NA,NA
3966,SJTU3rd1207,12/8/07 22:40,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15.5,54,0,15.5,NA,NA,NA,15.5,15.5,NA,-1.53,52.82,NA,NA,NA,NA,NA,NA,NA
3967,SJTU3rd1208,12/9/07 9:55,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14.2,54,0,14.2,NA,NA,NA,14.2,14.2,NA,-1.85,69.56,NA,NA,NA,NA,NA,NA,NA
3968,SJTU3rd1209,12/9/07 9:55,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,14.2,54,0,14.2,NA,NA,NA,14.2,14.2,NA,-0.66,14.12,NA,NA,NA,NA,NA,NA,NA
3969,SJTU3rd1210,12/9/07 9:55,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14.2,54,0,14.2,NA,NA,NA,14.2,14.2,NA,-1.85,69.56,NA,NA,NA,NA,NA,NA,NA
3970,SJTU3rd1211,12/9/07 15:02,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,19,NA,NA,NA,-1,NA,NA,1.97,1,1.1,14,58,0,14,NA,NA,NA,14,14,NA,-0.68,14.66,NA,NA,NA,NA,NA,NA,NA
3971,SJTU3rd1212,12/9/07 15:02,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14,58,0,14,NA,NA,NA,14,14,NA,-1.88,71.13,NA,NA,NA,NA,NA,NA,NA
3972,SJTU3rd1213,12/9/07 15:02,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14,58,0,14,NA,NA,NA,14,14,NA,-1.88,71.13,NA,NA,NA,NA,NA,NA,NA
3973,SJTU3rd1214,12/9/07 19:01,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,15,58,0,15,NA,NA,NA,15,15,NA,-0.49,10.15,NA,NA,NA,NA,NA,NA,NA
3974,SJTU3rd1215,12/9/07 19:01,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,58,0,15,NA,NA,NA,15,15,NA,-1.63,58.43,NA,NA,NA,NA,NA,NA,NA
3975,SJTU3rd1216,12/9/07 19:01,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,58,0,15,NA,NA,NA,15,15,NA,-1.63,58.43,NA,NA,NA,NA,NA,NA,NA
3976,SJTU3rd1217,12/9/07 21:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,16,60,0,16,NA,NA,NA,16,16,NA,-0.3,6.93,NA,NA,NA,NA,NA,NA,NA
3977,SJTU3rd1218,12/9/07 21:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,16,60,0,16,NA,NA,NA,16,16,NA,-0.3,6.93,NA,NA,NA,NA,NA,NA,NA
3978,SJTU3rd1219,12/9/07 21:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,16,60,0,16,NA,NA,NA,16,16,NA,-1.38,44.72,NA,NA,NA,NA,NA,NA,NA
3979,SJTU3rd1220,12/9/07 8:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,-1,NA,NA,0.69,1,1.1,20.2,47,0,20.2,NA,NA,NA,20.2,20.2,NA,-1.58,55.6,NA,NA,NA,NA,NA,NA,NA
3980,SJTU3rd1221,12/9/07 10:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,0,NA,NA,0.69,1,1.1,23,42,0,23,NA,NA,NA,23,23,NA,-0.68,14.93,NA,NA,NA,NA,NA,NA,NA
3981,SJTU3rd1222,12/9/07 13:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,1.05,1,1.1,21.5,48,0,21.5,NA,NA,NA,21.5,21.5,NA,-0.38,8.04,NA,NA,NA,NA,NA,NA,NA
3982,SJTU3rd1223,12/9/07 15:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,0,NA,NA,1.29,1,1.1,24.2,46,0,24.2,NA,NA,NA,24.2,24.2,NA,0.61,12.84,NA,NA,NA,NA,NA,NA,NA
3983,SJTU3rd1224,12/9/07 17:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,-1,NA,NA,0.69,1,1.1,20.5,49,0,20.5,NA,NA,NA,20.5,20.5,NA,-1.47,49.47,NA,NA,NA,NA,NA,NA,NA
3984,SJTU3rd1225,12/9/07 23:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,-1,NA,NA,0.69,1,1.1,20,52,0,20,NA,NA,NA,20,20,NA,-1.62,57.55,NA,NA,NA,NA,NA,NA,NA
3985,SJTU3rd1226,12/10/07 8:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.29,1,1.1,20.2,60,0,20.2,NA,NA,NA,20.2,20.2,NA,-0.26,6.41,NA,NA,NA,NA,NA,NA,NA
3986,SJTU3rd1227,12/10/07 9:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,-1,NA,NA,1.29,1,1.1,22.7,50,0,22.7,NA,NA,NA,22.7,22.7,NA,0.28,6.63,NA,NA,NA,NA,NA,NA,NA
3987,SJTU3rd1228,12/10/07 11:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,0,NA,NA,1.29,1,1.1,24,48,0,24,NA,NA,NA,24,24,NA,0.58,11.98,NA,NA,NA,NA,NA,NA,NA
3988,SJTU3rd1229,12/10/07 13:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,0,NA,NA,0.69,1,1.1,20.5,50,0,20.5,NA,NA,NA,20.5,20.5,NA,-1.46,49.13,NA,NA,NA,NA,NA,NA,NA
3989,SJTU3rd1230,12/10/07 14:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,0,NA,NA,1.29,1,1.1,23.1,47,0,23.1,NA,NA,NA,23.1,23.1,NA,0.35,7.58,NA,NA,NA,NA,NA,NA,NA
3990,SJTU3rd1231,12/10/07 15:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,21,NA,NA,NA,0,NA,NA,1.29,1,1.1,22.2,45,0,22.2,NA,NA,NA,22.2,22.2,NA,0.12,5.31,NA,NA,NA,NA,NA,NA,NA
3991,SJTU3rd1232,12/10/07 8:10,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,14.8,62,0,14.8,NA,NA,NA,14.8,14.8,NA,-1.67,60.1,NA,NA,NA,NA,NA,NA,NA
3992,SJTU3rd1233,12/10/07 12:48,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,15,57,0,15,NA,NA,NA,15,15,NA,-0.5,10.25,NA,NA,NA,NA,NA,NA,NA
3993,SJTU3rd1234,12/10/07 12:48,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,57,0,15,NA,NA,NA,15,15,NA,-1.64,58.68,NA,NA,NA,NA,NA,NA,NA
3994,SJTU3rd1235,12/10/07 14:53,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,19,NA,NA,NA,-1,NA,NA,1.97,1,1.1,19.2,44,0,19.2,NA,NA,NA,19.2,19.2,NA,0.19,5.77,NA,NA,NA,NA,NA,NA,NA
3995,SJTU3rd1236,12/10/07 14:53,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,19.2,44,0,19.2,NA,NA,NA,19.2,19.2,NA,-0.69,14.99,NA,NA,NA,NA,NA,NA,NA
3996,SJTU3rd1237,12/10/07 14:53,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,19.2,44,0,19.2,NA,NA,NA,19.2,19.2,NA,-0.69,14.99,NA,NA,NA,NA,NA,NA,NA
3997,SJTU3rd1238,12/10/07 17:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,18,51,0,18,NA,NA,NA,18,18,NA,0.01,5,NA,NA,NA,NA,NA,NA,NA
3998,SJTU3rd1239,12/10/07 17:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,18,51,0,18,NA,NA,NA,18,18,NA,-0.94,23.74,NA,NA,NA,NA,NA,NA,NA
3999,SJTU3rd1240,12/10/07 17:00,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,18,51,0,18,NA,NA,NA,18,18,NA,-0.94,23.74,NA,NA,NA,NA,NA,NA,NA
4000,SJTU3rd1241,12/10/07 18:22,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Educationnal,Classroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,15,53,0,15,NA,NA,NA,15,15,NA,-0.52,10.64,NA,NA,NA,NA,NA,NA,NA
4001,SJTU3rd1242,12/10/07 21:32,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,22,NA,NA,NA,-1,NA,NA,1.97,1,1.1,15,53,0,15,NA,NA,NA,15,15,NA,-0.52,10.64,NA,NA,NA,NA,NA,NA,NA
4002,SJTU3rd1243,12/10/07 21:32,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,20,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,53,0,15,NA,NA,NA,15,15,NA,-1.66,59.65,NA,NA,NA,NA,NA,NA,NA
4003,SJTU3rd1244,12/11/07 7:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,58,0,15,NA,NA,NA,15,15,NA,-1.63,58.43,NA,NA,NA,NA,NA,NA,NA
4004,SJTU3rd1245,12/11/07 7:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Female,20,NA,NA,NA,-1,NA,NA,1.97,1,1.1,15,58,0,15,NA,NA,NA,15,15,NA,-0.49,10.15,NA,NA,NA,NA,NA,NA,NA
4005,SJTU3rd1246,12/11/07 7:30,Shanghai Jiao Tong University ,Transition Season,"Hubei Province, Wuhan City",Hot summer and cold winter zone,Dormitory,Bedroom,NA,Naturally Ventilated,NA,NA,Male,21,NA,NA,NA,-1,NA,NA,1.23,1,1.1,15,58,0,15,NA,NA,NA,15,15,NA,-1.63,58.43,NA,NA,NA,NA,NA,NA,NA
